Handle,Title,Body (HTML),Vendor,Product Type,Tags,Published,Variant Price,Variant SKU,Variant Inventory Qty,Image Src
product-401,Kurtka Czerwony 401,<p>Wysokiej jakości kurtka w kolorze czerwony. Idealny do codziennego użytku.</p>,TrendyShop,Lighting,"premium, promo",true,39.59,SKU-0401,13,
product-402,Zegarek Niebieski 402,<p>Wysokiej jakości zegarek w kolorze niebieski. Idealny do codziennego użytku.</p>,SportMax,Accessories,"eko, premium",true,195.26,SKU-0402,32,
product-403,Lampa Szary 403,<p>Wysokiej jakości lampa w kolorze szary. Idealny do codziennego użytku.</p>,TechLite,Homeware,"promo, premium",true,19.1,SKU-0403,13,
product-404,Zegarek Żółty 404,<p>Wysokiej jakości zegarek w kolorze żółty. Idealny do codziennego użytku.</p>,FashionPeak,Clothing,"eko, bestseller, nowość",true,115.4,SKU-0404,44,
product-405,Kurtka Niebieski 405,<p>Wysokiej jakości kurtka w kolorze niebieski. Idealny do codziennego użytku.</p>,TechLite,Accessories,"bestseller, premium, nowość",true,131.9,SKU-0405,46,
product-406,Zegarek Zielony 406,<p>Wysokiej jakości zegarek w kolorze zielony. Idealny do codziennego użytku.</p>,HomeVibe,Clothing,"nowość, promo, eko",true,99.96,SKU-0406,16,
product-407,Zegarek Zielony 407,<p>Wysokiej jakości zegarek w kolorze zielony. Idealny do codziennego użytku.</p>,EcoWear,Homeware,"eko, nowość",true,166.02,SKU-0407,48,
product-408,Buty Czarny 408,<p>Wysokiej jakości buty w kolorze czarny. Idealny do codziennego użytku.</p>,TrendyShop,Outerwear,"bestseller, nowość, eko",true,100.1,SKU-0408,40,
product-409,Kubek Zielony 409,<p>Wysokiej jakości kubek w kolorze zielony. Idealny do codziennego użytku.</p>,HomeVibe,Accessories,"nowość, premium, bestseller",true,90.62,SKU-0409,38,
product-410,Buty Żółty 410,<p>Wysokiej jakości buty w kolorze żółty. Idealny do codziennego użytku.</p>,TrendyShop,Watches,"nowość, bestseller, eko",true,176.97,SKU-0410,25,
product-411,Kubek Niebieski 411,<p>Wysokiej jakości kubek w kolorze niebieski. Idealny do codziennego użytku.</p>,EcoWear,Accessories,"premium, nowość, bestseller",true,53.86,SKU-0411,25,
product-412,Kubek Niebieski 412,<p>Wysokiej jakości kubek w kolorze niebieski. Idealny do codziennego użytku.</p>,SportMax,Accessories,"bestseller, eko",true,25.07,SKU-0412,31,
product-413,Buty Czarny 413,<p>Wysokiej jakości buty w kolorze czarny. Idealny do codziennego użytku.</p>,EcoWear,Outerwear,"nowość, premium, promo",true,31.45,SKU-0413,14,
product-414,Torba Szary 414,<p>Wysokiej jakości torba w kolorze szary. Idealny do codziennego użytku.</p>,EcoWear,Footwear,"eko, premium, bestseller",true,83.07,SKU-0414,37,
product-415,Kubek Zielony 415,<p>Wysokiej jakości kubek w kolorze zielony. Idealny do codziennego użytku.</p>,HomeVibe,Footwear,"promo, premium, nowość",true,110.25,SKU-0415,47,
product-416,Koszulka Żółty 416,<p>Wysokiej jakości koszulka w kolorze żółty. Idealny do codziennego użytku.</p>,EcoWear,Homeware,"nowość, bestseller, premium",true,65.35,SKU-0416,47,
product-417,Kurtka Żółty 417,<p>Wysokiej jakości kurtka w kolorze żółty. Idealny do codziennego użytku.</p>,EcoWear,Footwear,"premium, promo, nowość",true,133.12,SKU-0417,25,
product-418,Buty Zielony 418,<p>Wysokiej jakości buty w kolorze zielony. Idealny do codziennego użytku.</p>,SportMax,Footwear,"promo, bestseller, nowość",true,117.88,SKU-0418,9,
product-419,Koszulka Biały 419,<p>Wysokiej jakości koszulka w kolorze biały. Idealny do codziennego użytku.</p>,TrendyShop,Homeware,"eko, bestseller",true,111.5,SKU-0419,28,
product-420,Torba Czerwony 420,<p>Wysokiej jakości torba w kolorze czerwony. Idealny do codziennego użytku.</p>,EcoWear,Homeware,"eko, promo, premium",true,119.54,SKU-0420,43,
product-421,Zegarek Biały 421,<p>Wysokiej jakości zegarek w kolorze biały. Idealny do codziennego użytku.</p>,EcoWear,Clothing,"premium, nowość",true,153.82,SKU-0421,28,
product-422,Kurtka Zielony 422,<p>Wysokiej jakości kurtka w kolorze zielony. Idealny do codziennego użytku.</p>,FashionPeak,Footwear,"premium, promo, eko",true,44.97,SKU-0422,43,
product-423,Torba Żółty 423,<p>Wysokiej jakości torba w kolorze żółty. Idealny do codziennego użytku.</p>,EcoWear,Accessories,"premium, eko, bestseller",true,145.05,SKU-0423,41,
product-424,Kurtka Niebieski 424,<p>Wysokiej jakości kurtka w kolorze niebieski. Idealny do codziennego użytku.</p>,SportMax,Homeware,"premium, nowość, bestseller",true,92.17,SKU-0424,36,
product-425,Koszulka Zielony 425,<p>Wysokiej jakości koszulka w kolorze zielony. Idealny do codziennego użytku.</p>,SportMax,Footwear,"nowość, bestseller, premium",true,83.06,SKU-0425,45,
product-426,Torba Żółty 426,<p>Wysokiej jakości torba w kolorze żółty. Idealny do codziennego użytku.</p>,EcoWear,Lighting,"promo, eko",true,86.4,SKU-0426,6,
product-427,Kurtka Żółty 427,<p>Wysokiej jakości kurtka w kolorze żółty. Idealny do codziennego użytku.</p>,TechLite,Lighting,"eko, nowość, bestseller",true,26.82,SKU-0427,30,
product-428,Zegarek Żółty 428,<p>Wysokiej jakości zegarek w kolorze żółty. Idealny do codziennego użytku.</p>,TrendyShop,Accessories,"promo, nowość",true,197.49,SKU-0428,25,
product-429,Buty Niebieski 429,<p>Wysokiej jakości buty w kolorze niebieski. Idealny do codziennego użytku.</p>,TechLite,Accessories,"eko, nowość, premium",true,23.54,SKU-0429,32,
product-430,Zegarek Czarny 430,<p>Wysokiej jakości zegarek w kolorze czarny. Idealny do codziennego użytku.</p>,SportMax,Watches,"eko, nowość, bestseller",true,18.7,SKU-0430,49,
product-431,Lampa Zielony 431,<p>Wysokiej jakości lampa w kolorze zielony. Idealny do codziennego użytku.</p>,SportMax,Homeware,"eko, bestseller, nowość",true,54.23,SKU-0431,5,
product-432,Kubek Niebieski 432,<p>Wysokiej jakości kubek w kolorze niebieski. Idealny do codziennego użytku.</p>,EcoWear,Watches,"bestseller, promo",true,186.91,SKU-0432,45,
product-433,Lampa Czerwony 433,<p>Wysokiej jakości lampa w kolorze czerwony. Idealny do codziennego użytku.</p>,HomeVibe,Lighting,"premium, nowość",true,114.02,SKU-0433,15,
product-434,Zegarek Żółty 434,<p>Wysokiej jakości zegarek w kolorze żółty. Idealny do codziennego użytku.</p>,SportMax,Footwear,"eko, promo, nowość",true,185.68,SKU-0434,16,
product-435,Kurtka Czerwony 435,<p>Wysokiej jakości kurtka w kolorze czerwony. Idealny do codziennego użytku.</p>,HomeVibe,Outerwear,"bestseller, eko, promo",true,103.75,SKU-0435,31,
product-436,Torba Biały 436,<p>Wysokiej jakości torba w kolorze biały. Idealny do codziennego użytku.</p>,TrendyShop,Lighting,"promo, nowość, premium",true,107.0,SKU-0436,38,
product-437,Buty Szary 437,<p>Wysokiej jakości buty w kolorze szary. Idealny do codziennego użytku.</p>,TrendyShop,Footwear,"nowość, premium",true,37.16,SKU-0437,43,
product-438,Lampa Zielony 438,<p>Wysokiej jakości lampa w kolorze zielony. Idealny do codziennego użytku.</p>,HomeVibe,Outerwear,"promo, nowość",true,63.58,SKU-0438,6,
product-439,Zegarek Biały 439,<p>Wysokiej jakości zegarek w kolorze biały. Idealny do codziennego użytku.</p>,SportMax,Watches,"bestseller, eko",true,117.3,SKU-0439,35,
product-440,Kurtka Biały 440,<p>Wysokiej jakości kurtka w kolorze biały. Idealny do codziennego użytku.</p>,HomeVibe,Clothing,"eko, nowość",true,155.72,SKU-0440,39,
product-441,Kurtka Żółty 441,<p>Wysokiej jakości kurtka w kolorze żółty. Idealny do codziennego użytku.</p>,FashionPeak,Lighting,"premium, nowość, promo",true,69.81,SKU-0441,19,
product-442,Zegarek Zielony 442,<p>Wysokiej jakości zegarek w kolorze zielony. Idealny do codziennego użytku.</p>,EcoWear,Homeware,"nowość, promo",true,15.52,SKU-0442,37,
product-443,Kubek Szary 443,<p>Wysokiej jakości kubek w kolorze szary. Idealny do codziennego użytku.</p>,HomeVibe,Footwear,"nowość, promo, bestseller",true,89.29,SKU-0443,7,
product-444,Zegarek Zielony 444,<p>Wysokiej jakości zegarek w kolorze zielony. Idealny do codziennego użytku.</p>,SportMax,Footwear,"premium, eko, bestseller",true,85.25,SKU-0444,32,
product-445,Torba Szary 445,<p>Wysokiej jakości torba w kolorze szary. Idealny do codziennego użytku.</p>,HomeVibe,Watches,"nowość, promo",true,77.09,SKU-0445,29,
product-446,Zegarek Zielony 446,<p>Wysokiej jakości zegarek w kolorze zielony. Idealny do codziennego użytku.</p>,FashionPeak,Clothing,"premium, bestseller",true,131.49,SKU-0446,32,
product-447,Kurtka Biały 447,<p>Wysokiej jakości kurtka w kolorze biały. Idealny do codziennego użytku.</p>,HomeVibe,Clothing,"nowość, eko, premium",true,34.34,SKU-0447,21,
product-448,Torba Zielony 448,<p>Wysokiej jakości torba w kolorze zielony. Idealny do codziennego użytku.</p>,SportMax,Homeware,"bestseller, nowość, premium",true,108.27,SKU-0448,13,
product-449,Kubek Niebieski 449,<p>Wysokiej jakości kubek w kolorze niebieski. Idealny do codziennego użytku.</p>,TechLite,Footwear,"eko, premium, bestseller",true,196.69,SKU-0449,13,
product-450,Lampa Szary 450,<p>Wysokiej jakości lampa w kolorze szary. Idealny do codziennego użytku.</p>,HomeVibe,Outerwear,"bestseller, promo",true,124.31,SKU-0450,13,
product-451,Torba Biały 451,<p>Wysokiej jakości torba w kolorze biały. Idealny do codziennego użytku.</p>,FashionPeak,Outerwear,"premium, promo, nowość",true,55.35,SKU-0451,41,
product-452,Koszulka Żółty 452,<p>Wysokiej jakości koszulka w kolorze żółty. Idealny do codziennego użytku.</p>,HomeVibe,Clothing,"eko, premium, nowość",true,112.58,SKU-0452,13,
product-453,Kurtka Szary 453,<p>Wysokiej jakości kurtka w kolorze szary. Idealny do codziennego użytku.</p>,HomeVibe,Footwear,"premium, nowość",true,77.03,SKU-0453,23,
product-454,Kubek Żółty 454,<p>Wysokiej jakości kubek w kolorze żółty. Idealny do codziennego użytku.</p>,EcoWear,Clothing,"nowość, eko, bestseller",true,44.44,SKU-0454,22,
product-455,Zegarek Niebieski 455,<p>Wysokiej jakości zegarek w kolorze niebieski. Idealny do codziennego użytku.</p>,FashionPeak,Homeware,"premium, eko",true,144.93,SKU-0455,38,
product-456,Koszulka Zielony 456,<p>Wysokiej jakości koszulka w kolorze zielony. Idealny do codziennego użytku.</p>,TechLite,Lighting,"nowość, premium, promo",true,48.09,SKU-0456,10,
product-457,Kubek Czarny 457,<p>Wysokiej jakości kubek w kolorze czarny. Idealny do codziennego użytku.</p>,SportMax,Lighting,"promo, bestseller, nowość",true,39.28,SKU-0457,34,
product-458,Zegarek Zielony 458,<p>Wysokiej jakości zegarek w kolorze zielony. Idealny do codziennego użytku.</p>,TechLite,Lighting,"premium, eko, promo",true,84.63,SKU-0458,25,
product-459,Buty Zielony 459,<p>Wysokiej jakości buty w kolorze zielony. Idealny do codziennego użytku.</p>,SportMax,Lighting,"nowość, promo",true,152.19,SKU-0459,28,
product-460,Lampa Biały 460,<p>Wysokiej jakości lampa w kolorze biały. Idealny do codziennego użytku.</p>,HomeVibe,Footwear,"eko, bestseller",true,120.46,SKU-0460,10,
product-461,Kubek Niebieski 461,<p>Wysokiej jakości kubek w kolorze niebieski. Idealny do codziennego użytku.</p>,EcoWear,Lighting,"promo, premium",true,93.12,SKU-0461,25,
product-462,Kurtka Biały 462,<p>Wysokiej jakości kurtka w kolorze biały. Idealny do codziennego użytku.</p>,TechLite,Footwear,"bestseller, premium, nowość",true,191.03,SKU-0462,20,
product-463,Buty Szary 463,<p>Wysokiej jakości buty w kolorze szary. Idealny do codziennego użytku.</p>,TechLite,Watches,"premium, bestseller, promo",true,67.5,SKU-0463,35,
product-464,Koszulka Biały 464,<p>Wysokiej jakości koszulka w kolorze biały. Idealny do codziennego użytku.</p>,EcoWear,Outerwear,"promo, nowość",true,178.6,SKU-0464,41,
product-465,Torba Niebieski 465,<p>Wysokiej jakości torba w kolorze niebieski. Idealny do codziennego użytku.</p>,HomeVibe,Lighting,"premium, eko",true,89.52,SKU-0465,13,
product-466,Kurtka Biały 466,<p>Wysokiej jakości kurtka w kolorze biały. Idealny do codziennego użytku.</p>,TechLite,Watches,"bestseller, promo",true,60.95,SKU-0466,28,
product-467,Buty Żółty 467,<p>Wysokiej jakości buty w kolorze żółty. Idealny do codziennego użytku.</p>,SportMax,Footwear,"promo, eko",true,150.53,SKU-0467,34,
product-468,Zegarek Biały 468,<p>Wysokiej jakości zegarek w kolorze biały. Idealny do codziennego użytku.</p>,FashionPeak,Homeware,"eko, premium, bestseller",true,159.19,SKU-0468,11,
product-469,Kubek Żółty 469,<p>Wysokiej jakości kubek w kolorze żółty. Idealny do codziennego użytku.</p>,HomeVibe,Accessories,"bestseller, premium, nowość",true,90.08,SKU-0469,31,
product-470,Lampa Biały 470,<p>Wysokiej jakości lampa w kolorze biały. Idealny do codziennego użytku.</p>,FashionPeak,Footwear,"nowość, bestseller, eko",true,146.37,SKU-0470,7,
product-471,Torba Szary 471,<p>Wysokiej jakości torba w kolorze szary. Idealny do codziennego użytku.</p>,SportMax,Lighting,"premium, eko",true,11.16,SKU-0471,25,
product-472,Buty Zielony 472,<p>Wysokiej jakości buty w kolorze zielony. Idealny do codziennego użytku.</p>,TrendyShop,Homeware,"premium, bestseller",true,65.91,SKU-0472,40,
product-473,Lampa Żółty 473,<p>Wysokiej jakości lampa w kolorze żółty. Idealny do codziennego użytku.</p>,TrendyShop,Accessories,"bestseller, premium, eko",true,124.14,SKU-0473,13,
product-474,Torba Szary 474,<p>Wysokiej jakości torba w kolorze szary. Idealny do codziennego użytku.</p>,TrendyShop,Outerwear,"eko, promo",true,28.61,SKU-0474,6,
product-475,Kubek Czarny 475,<p>Wysokiej jakości kubek w kolorze czarny. Idealny do codziennego użytku.</p>,HomeVibe,Footwear,"bestseller, nowość",true,59.63,SKU-0475,24,
product-476,Buty Czarny 476,<p>Wysokiej jakości buty w kolorze czarny. Idealny do codziennego użytku.</p>,TechLite,Clothing,"bestseller, eko",true,164.09,SKU-0476,50,
product-477,Lampa Czerwony 477,<p>Wysokiej jakości lampa w kolorze czerwony. Idealny do codziennego użytku.</p>,SportMax,Outerwear,"premium, nowość, eko",true,165.57,SKU-0477,8,
product-478,Koszulka Biały 478,<p>Wysokiej jakości koszulka w kolorze biały. Idealny do codziennego użytku.</p>,TechLite,Clothing,"nowość, bestseller",true,86.46,SKU-0478,18,
product-479,Torba Niebieski 479,<p>Wysokiej jakości torba w kolorze niebieski. Idealny do codziennego użytku.</p>,SportMax,Watches,"promo, bestseller, premium",true,95.93,SKU-0479,26,
product-480,Kubek Zielony 480,<p>Wysokiej jakości kubek w kolorze zielony. Idealny do codziennego użytku.</p>,EcoWear,Clothing,"promo, premium",true,191.73,SKU-0480,37,
product-481,Kubek Zielony 481,<p>Wysokiej jakości kubek w kolorze zielony. Idealny do codziennego użytku.</p>,TechLite,Homeware,"promo, eko, premium",true,44.5,SKU-0481,34,
product-482,Torba Szary 482,<p>Wysokiej jakości torba w kolorze szary. Idealny do codziennego użytku.</p>,FashionPeak,Footwear,"bestseller, premium",true,76.48,SKU-0482,17,
product-483,Kurtka Czarny 483,<p>Wysokiej jakości kurtka w kolorze czarny. Idealny do codziennego użytku.</p>,TechLite,Accessories,"eko, premium",true,84.4,SKU-0483,26,
product-484,Kubek Czerwony 484,<p>Wysokiej jakości kubek w kolorze czerwony. Idealny do codziennego użytku.</p>,TrendyShop,Accessories,"eko, promo",true,41.97,SKU-0484,9,
product-485,Torba Zielony 485,<p>Wysokiej jakości torba w kolorze zielony. Idealny do codziennego użytku.</p>,TrendyShop,Accessories,"bestseller, nowość, eko",true,40.26,SKU-0485,32,
product-486,Lampa Biały 486,<p>Wysokiej jakości lampa w kolorze biały. Idealny do codziennego użytku.</p>,EcoWear,Accessories,"bestseller, premium, eko",true,141.27,SKU-0486,20,
product-487,Lampa Niebieski 487,<p>Wysokiej jakości lampa w kolorze niebieski. Idealny do codziennego użytku.</p>,FashionPeak,Lighting,"premium, nowość",true,95.37,SKU-0487,43,
product-488,Buty Niebieski 488,<p>Wysokiej jakości buty w kolorze niebieski. Idealny do codziennego użytku.</p>,TechLite,Footwear,"bestseller, promo",true,187.01,SKU-0488,40,
product-489,Buty Zielony 489,<p>Wysokiej jakości buty w kolorze zielony. Idealny do codziennego użytku.</p>,HomeVibe,Homeware,"eko, bestseller",true,39.32,SKU-0489,39,
product-490,Buty Czarny 490,<p>Wysokiej jakości buty w kolorze czarny. Idealny do codziennego użytku.</p>,HomeVibe,Outerwear,"premium, eko",true,167.1,SKU-0490,22,
product-491,Koszulka Czerwony 491,<p>Wysokiej jakości koszulka w kolorze czerwony. Idealny do codziennego użytku.</p>,FashionPeak,Clothing,"premium, promo, bestseller",true,117.97,SKU-0491,44,
product-492,Kubek Szary 492,<p>Wysokiej jakości kubek w kolorze szary. Idealny do codziennego użytku.</p>,FashionPeak,Clothing,"nowość, premium",true,20.92,SKU-0492,32,
product-493,Buty Czerwony 493,<p>Wysokiej jakości buty w kolorze czerwony. Idealny do codziennego użytku.</p>,TrendyShop,Clothing,"promo, eko, premium",true,138.64,SKU-0493,6,
product-494,Kurtka Czerwony 494,<p>Wysokiej jakości kurtka w kolorze czerwony. Idealny do codziennego użytku.</p>,FashionPeak,Watches,"eko, premium, nowość",true,30.75,SKU-0494,37,
product-495,Koszulka Czarny 495,<p>Wysokiej jakości koszulka w kolorze czarny. Idealny do codziennego użytku.</p>,FashionPeak,Accessories,"premium, bestseller",true,88.96,SKU-0495,26,
product-496,Kurtka Czarny 496,<p>Wysokiej jakości kurtka w kolorze czarny. Idealny do codziennego użytku.</p>,FashionPeak,Clothing,"premium, promo",true,173.55,SKU-0496,27,
product-497,Lampa Szary 497,<p>Wysokiej jakości lampa w kolorze szary. Idealny do codziennego użytku.</p>,FashionPeak,Watches,"bestseller, eko, nowość",true,151.8,SKU-0497,44,
product-498,Buty Szary 498,<p>Wysokiej jakości buty w kolorze szary. Idealny do codziennego użytku.</p>,EcoWear,Outerwear,"premium, eko, promo",true,93.2,SKU-0498,39,
product-499,Torba Niebieski 499,<p>Wysokiej jakości torba w kolorze niebieski. Idealny do codziennego użytku.</p>,TrendyShop,Clothing,"premium, promo",true,18.21,SKU-0499,38,
product-500,Kurtka Zielony 500,<p>Wysokiej jakości kurtka w kolorze zielony. Idealny do codziennego użytku.</p>,FashionPeak,Clothing,"nowość, premium, bestseller",true,165.01,SKU-0500,14,
product-501,Zegarek Szary 501,<p>Wysokiej jakości zegarek w kolorze szary. Idealny do codziennego użytku.</p>,TrendyShop,Clothing,"bestseller, premium, nowość",true,121.3,SKU-0501,38,
